"c","Year","capacity_scenario","kwh_veh"
"Portugal",2025,"Baseline",66.3848155792874
"Portugal",2025,"Low Capacity",64.4407414357158
"Portugal",2025,"High Capacity",68.5316505266249
"Rest of EU",2025,"Baseline",68.4072204674668
"Rest of EU",2025,"Low Capacity",66.2792913340607
"Rest of EU",2025,"High Capacity",70.3702004249698
"Rest of Middle East/Africa",2025,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2025,"Low Capacity",64.8861452860722
"Rest of Middle East/Africa",2025,"High Capacity",68.9770543769813
"Rest of South America",2025,"Baseline",62.65970280846
"Rest of South America",2025,"Low Capacity",61.0542752804182
"Rest of South America",2025,"High Capacity",65.1451843713273
"Rest of South Asia/Oceania",2025,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2025,"Low Capacity",66.7653500184026
"Rest of South Asia/Oceania",2025,"High Capacity",70.8562591093117
"Romania",2025,"Baseline",55.5785688005887
"Romania",2025,"Low Capacity",54.6168807278079
"Romania",2025,"High Capacity",58.707789818717
"Russia",2025,"Baseline",58.3134666955017
"Russia",2025,"Low Capacity",57.1031515413652
"Russia",2025,"High Capacity",61.1940606322743
"Saudi Arabia",2025,"Baseline",90.8918686052773
"Saudi Arabia",2025,"Low Capacity",86.7198805502521
"Saudi Arabia",2025,"High Capacity",90.8107896411612
"Singapore",2025,"Baseline",67.5081697525807
"Singapore",2025,"Low Capacity",65.4619725023461
"Singapore",2025,"High Capacity",69.5528815932552
"Slovakia",2025,"Baseline",72.2436394271272
"Slovakia",2025,"Low Capacity",69.766944933752
"Slovakia",2025,"High Capacity",73.8578540246611
"South Africa",2025,"Baseline",77.3991678224688
"South Africa",2025,"Low Capacity",74.4537889295171
"South Africa",2025,"High Capacity",78.5446980204262
"South Korea",2025,"Baseline",68.2738313128486
"South Korea",2025,"Low Capacity",66.158028466226
"South Korea",2025,"High Capacity",70.2489375571351
"Spain",2025,"Baseline",65.8674816903183
"Spain",2025,"Low Capacity",63.9704379002894
"Spain",2025,"High Capacity",68.0613469911984
"Sweden",2025,"Baseline",74.1467913472337
"Sweden",2025,"Low Capacity",71.4970830429397
"Sweden",2025,"High Capacity",75.5879921338488
"Switzerland",2025,"Baseline",71.2739332558526
"Switzerland",2025,"Low Capacity",68.8853938689569
"Switzerland",2025,"High Capacity",72.976302959866
"Thailand",2025,"Baseline",59.1096653187645
"Thailand",2025,"Low Capacity",57.8269684716041
"Thailand",2025,"High Capacity",61.9178775625132
"Turkey",2025,"Baseline",69.232699754363
"Turkey",2025,"Low Capacity",67.0297270494209
"Turkey",2025,"High Capacity",71.12063614033
"United Arab Emirates",2025,"Baseline",82.3589372266225
"United Arab Emirates",2025,"Low Capacity",78.9626702060205
"United Arab Emirates",2025,"High Capacity",83.0535792969295
"United Kingdom",2025,"Baseline",70.6342010422866
"United Kingdom",2025,"Low Capacity",68.3038191293515
"United Kingdom",2025,"High Capacity",72.3947282202605
"United States",2025,"Baseline",87.0557473819442
"United States",2025,"Low Capacity",83.2324976199493
"United States",2025,"High Capacity",87.3234067108584
"Uruguay",2025,"Baseline",53.4092373424482
"Uruguay",2025,"Low Capacity",52.6447612204075
"Uruguay",2025,"High Capacity",56.7356703113165
"Venezuela",2025,"Baseline",62.65970280846
"Venezuela",2025,"Low Capacity",61.0542752804182
"Venezuela",2025,"High Capacity",65.1451843713273
"Vietnam",2025,"Baseline",52.3028665707267
"Vietnam",2025,"Low Capacity",51.6389696097515
"Vietnam",2025,"High Capacity",55.7298787006606
"Western Europe non EU",2025,"Baseline",71.0232039131764
"Western Europe non EU",2025,"Low Capacity",68.6574581028876
"Western Europe non EU",2025,"High Capacity",72.7483671937967
"Algeria",2026,"Baseline",76.9666666666667
"Algeria",2026,"Low Capacity",71.1545454545455
"Algeria",2026,"High Capacity",79.3363636363637
"Argentina",2026,"Baseline",44.7060941828255
"Argentina",2026,"Low Capacity",44.75953160413
"Argentina",2026,"High Capacity",52.9413497859481
"Australia",2026,"Baseline",68.6759738338648
"Australia",2026,"Low Capacity",64.3712513186167
"Australia",2026,"High Capacity",72.5530695004348
"Austria",2026,"Baseline",71.8900261533633
"Austria",2026,"Low Capacity",67.0009304891154
"Austria",2026,"High Capacity",75.1827486709336
"Belgium",2026,"Baseline",73.2548605610748
"Belgium",2026,"Low Capacity",68.1176131863339
"Belgium",2026,"High Capacity",76.2994313681521
"Bolivia",2026,"Baseline",59.282962962963
"Bolivia",2026,"Low Capacity",56.6860606060606
"Bolivia",2026,"High Capacity",64.8678787878788
"Brazil",2026,"Baseline",48.4002018558217
"Brazil",2026,"Low Capacity",47.7819833365814
"Brazil",2026,"High Capacity",55.9638015183996
"Canada",2026,"Baseline",80.0832013922788
"Canada",2026,"Low Capacity",73.7044375027736
"Canada",2026,"High Capacity",81.8862556845917
"Chile",2026,"Baseline",66.5496158392435
"Chile",2026,"Low Capacity",62.631503868472
"Chile",2026,"High Capacity",70.8133220502901
"China",2026,"Baseline",57.1489002485433
"China",2026,"Low Capacity",54.9400092942627
"China",2026,"High Capacity",63.1218274760809
"Colombia",2026,"Baseline",56.4497612243016
"Colombia",2026,"Low Capacity",54.3679864562468
"Colombia",2026,"High Capacity",62.5498046380649
"Czechia",2026,"Baseline",70.2204309656824
"Czechia",2026,"Low Capacity",65.6348980628311
"Czechia",2026,"High Capacity",73.8167162446492
"Denmark",2026,"Baseline",73.6670596711862
"Denmark",2026,"Low Capacity",68.4548670036978
"Denmark",2026,"High Capacity",76.636685185516
"Eastern Europe/Central Asia",2026,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2026,"Low Capacity",67.9145247041308
"Eastern Europe/Central Asia",2026,"High Capacity",76.0963428859489
"Egypt",2026,"Baseline",69.0582375478927
"Egypt",2026,"Low Capacity",64.6840125391849
"Egypt",2026,"High Capacity",72.8658307210031
"Ethiopia",2026,"Baseline",58.3735294117647
"Ethiopia",2026,"Low Capacity",55.9419786096257
"Ethiopia",2026,"High Capacity",64.1237967914439
"Finland",2026,"Baseline",74.1119996496453
"Finland",2026,"Low Capacity",68.8189088042552
"Finland",2026,"High Capacity",77.0007269860734
"France",2026,"Baseline",57.8118241624981
"France",2026,"Low Capacity",55.4824015874984
"France",2026,"High Capacity",63.6642197693166
"Germany",2026,"Baseline",72.0540909761545
"Germany",2026,"Low Capacity",67.1351653441264
"Germany",2026,"High Capacity",75.3169835259446
"Greece",2026,"Baseline",64.8040218270008
"Greece",2026,"Low Capacity",61.2032905857279
"Greece",2026,"High Capacity",69.3851087675461
"Hungary",2026,"Baseline",66.7082368609774
"Hungary",2026,"Low Capacity",62.7612847044361
"Hungary",2026,"High Capacity",70.9431028862542
"India",2026,"Baseline",33.7464546968929
"India",2026,"Low Capacity",35.7925538429124
"India",2026,"High Capacity",43.9743720247306
"Indonesia",2026,"Baseline",51.361985933142
"Indonesia",2026,"Low Capacity",50.2052612180253
"Indonesia",2026,"High Capacity",58.3870793998435
"Iran",2026,"Baseline",66.8747598146794
"Iran",2026,"Low Capacity",62.897530757465
"Iran",2026,"High Capacity",71.0793489392831
"Ireland",2026,"Baseline",70.7407131192161
"Ireland",2026,"Low Capacity",66.0605834611768
"Ireland",2026,"High Capacity",74.242401642995
"Israel",2026,"Baseline",68.819495314728
"Israel",2026,"Low Capacity",64.4886779847775
"Israel",2026,"High Capacity",72.6704961665956
"Italy",2026,"Baseline",56.5289894671783
"Italy",2026,"Low Capacity",54.432809564055
"Italy",2026,"High Capacity",62.6146277458732
"Japan",2026,"Baseline",52.5765466816648
"Japan",2026,"Low Capacity",51.1989927395439
"Japan",2026,"High Capacity",59.3808109213621
"Kenya",2026,"Baseline",41.7029748283753
"Kenya",2026,"Low Capacity",42.3024339504889
"Kenya",2026,"High Capacity",50.4842521323071
"Malaysia",2026,"Baseline",66.1869198670891
"Malaysia",2026,"Low Capacity",62.3347526185274
"Malaysia",2026,"High Capacity",70.5165708003456
"Mexico",2026,"Baseline",66.3715422222222
"Mexico",2026,"Low Capacity",62.4858072727273
"Mexico",2026,"High Capacity",70.6676254545454
"Morocco",2026,"Baseline",47.8910769230769
"Morocco",2026,"Low Capacity",47.3654265734266
"Morocco",2026,"High Capacity",55.5472447552447
"Netherlands",2026,"Baseline",70.2790739559975
"Netherlands",2026,"Low Capacity",65.6828786912707
"Netherlands",2026,"High Capacity",73.8646968730889
"New Zealand",2026,"Baseline",71.8295861642989
"New Zealand",2026,"Low Capacity",66.9514795889718
"New Zealand",2026,"High Capacity",75.13329777079
"Nigeria",2026,"Baseline",58.1087719298245
"Nigeria",2026,"Low Capacity",55.7253588516746
"Nigeria",2026,"High Capacity",63.9071770334928
"Norway",2026,"Baseline",72.929133721794
"Norway",2026,"Low Capacity",67.8511094087405
"Norway",2026,"High Capacity",76.0329275905587
"Pakistan",2026,"Baseline",45.6427536231884
"Pakistan",2026,"Low Capacity",45.5258893280632
"Pakistan",2026,"High Capacity",53.7077075098814
"Peru",2026,"Baseline",64.9736342042755
"Peru",2026,"Low Capacity",61.3420643489527
"Peru",2026,"High Capacity",69.5238825307709
"Philippines",2026,"Baseline",61.9099099099099
"Philippines",2026,"Low Capacity",58.8353808353808
"Philippines",2026,"High Capacity",67.017199017199
"Poland",2026,"Baseline",69.8442119550464
"Poland",2026,"Low Capacity",65.3270825086743
"Poland",2026,"High Capacity",73.5089006904925
"Portugal",2026,"Baseline",66.3848155792874
"Portugal",2026,"Low Capacity",62.4966672921442
"Portugal",2026,"High Capacity",70.6784854739624
"Rest of EU",2026,"Baseline",68.4072204674668
"Rest of EU",2026,"Low Capacity",64.1513622006547
"Rest of EU",2026,"High Capacity",72.3331803824728
"Rest of Middle East/Africa",2026,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2026,"Low Capacity",62.897530757465
"Rest of Middle East/Africa",2026,"High Capacity",71.0793489392831
"Rest of South America",2026,"Baseline",62.65970280846
"Rest of South America",2026,"Low Capacity",59.4488477523764
"Rest of South America",2026,"High Capacity",67.6306659341945
"Rest of South Asia/Oceania",2026,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2026,"Low Capacity",64.5888150165624
"Rest of South Asia/Oceania",2026,"High Capacity",72.7706331983806
"Romania",2026,"Baseline",55.5785688005887
"Romania",2026,"Low Capacity",53.6551926550271
"Romania",2026,"High Capacity",61.8370108368453
"Russia",2026,"Baseline",58.3134666955017
"Russia",2026,"Low Capacity",55.8928363872287
"Russia",2026,"High Capacity",64.0746545690468
"Saudi Arabia",2026,"Baseline",90.8918686052773
"Saudi Arabia",2026,"Low Capacity",82.5478924952269
"Saudi Arabia",2026,"High Capacity",90.7297106770451
"Singapore",2026,"Baseline",67.5081697525807
"Singapore",2026,"Low Capacity",63.4157752521115
"Singapore",2026,"High Capacity",71.5975934339297
"Slovakia",2026,"Baseline",72.2436394271272
"Slovakia",2026,"Low Capacity",67.2902504403768
"Slovakia",2026,"High Capacity",75.472068622195
"South Africa",2026,"Baseline",77.3991678224688
"South Africa",2026,"Low Capacity",71.5084100365654
"South Africa",2026,"High Capacity",79.6902282183836
"South Korea",2026,"Baseline",68.2738313128486
"South Korea",2026,"Low Capacity",64.0422256196034
"South Korea",2026,"High Capacity",72.2240438014216
"Spain",2026,"Baseline",65.8674816903183
"Spain",2026,"Low Capacity",62.0733941102604
"Spain",2026,"High Capacity",70.2552122920786
"Sweden",2026,"Baseline",74.1467913472337
"Sweden",2026,"Low Capacity",68.8473747386458
"Sweden",2026,"High Capacity",77.0291929204639
"Switzerland",2026,"Baseline",71.2739332558526
"Switzerland",2026,"Low Capacity",66.4968544820612
"Switzerland",2026,"High Capacity",74.6786726638794
"Thailand",2026,"Baseline",59.1096653187645
"Thailand",2026,"Low Capacity",56.5442716244437
"Thailand",2026,"High Capacity",64.7260898062619
"Turkey",2026,"Baseline",69.232699754363
"Turkey",2026,"Low Capacity",64.8267543444788
"Turkey",2026,"High Capacity",73.008572526297
"United Arab Emirates",2026,"Baseline",82.3589372266225
"United Arab Emirates",2026,"Low Capacity",75.5664031854184
"United Arab Emirates",2026,"High Capacity",83.7482213672366
"United Kingdom",2026,"Baseline",70.6342010422866
"United Kingdom",2026,"Low Capacity",65.9734372164163
"United Kingdom",2026,"High Capacity",74.1552553982345
"United States",2026,"Baseline",87.0557473819442
"United States",2026,"Low Capacity",79.4092478579543
"United States",2026,"High Capacity",87.5910660397725
"Uruguay",2026,"Baseline",53.4092373424482
"Uruguay",2026,"Low Capacity",51.8802850983667
"Uruguay",2026,"High Capacity",60.0621032801849
"Venezuela",2026,"Baseline",62.65970280846
"Venezuela",2026,"Low Capacity",59.4488477523764
"Venezuela",2026,"High Capacity",67.6306659341945
"Vietnam",2026,"Baseline",52.3028665707267
"Vietnam",2026,"Low Capacity",50.9750726487764
"Vietnam",2026,"High Capacity",59.1568908305946
"Western Europe non EU",2026,"Baseline",71.0232039131764
"Western Europe non EU",2026,"Low Capacity",66.2917122925989
"Western Europe non EU",2026,"High Capacity",74.4735304744171
"Algeria",2027,"Baseline",76.9666666666667
"Algeria",2027,"Low Capacity",68.2484848484849
"Algeria",2027,"High Capacity",80.5212121212121
"Argentina",2027,"Baseline",44.7060941828255
"Argentina",2027,"Low Capacity",44.7862503147822
"Argentina",2027,"High Capacity",57.0589775875095
"Australia",2027,"Baseline",68.6759738338648
"Australia",2027,"Low Capacity",62.2188900609926
"Australia",2027,"High Capacity",74.4916173337199
"Austria",2027,"Baseline",71.8900261533633
"Austria",2027,"Low Capacity",64.5563826569915
"Austria",2027,"High Capacity",76.8291099297188
"Belgium",2027,"Baseline",73.2548605610748
"Belgium",2027,"Low Capacity",65.5489894989635
"Belgium",2027,"High Capacity",77.8217167716908
"Bolivia",2027,"Baseline",59.282962962963
"Bolivia",2027,"Low Capacity",55.3876094276095
"Bolivia",2027,"High Capacity",67.6603367003367
"Brazil",2027,"Baseline",48.4002018558217
"Brazil",2027,"Low Capacity",47.4728740769612
"Brazil",2027,"High Capacity",59.7456013496885
"Canada",2027,"Baseline",80.0832013922788
"Canada",2027,"Low Capacity",70.5150555580209
"Canada",2027,"High Capacity",82.7877828307482
"Chile",2027,"Baseline",66.5496158392435
"Chile",2027,"Low Capacity",60.6724478830862
"Chile",2027,"High Capacity",72.9451751558135
"China",2027,"Baseline",57.1489002485433
"China",2027,"Low Capacity",53.8355638171224
"China",2027,"High Capacity",66.1082910898497
"Colombia",2027,"Baseline",56.4497612243016
"Colombia",2027,"Low Capacity",53.3270990722193
"Colombia",2027,"High Capacity",65.5998263449466
"Czechia",2027,"Baseline",70.2204309656824
"Czechia",2027,"Low Capacity",63.3421316114054
"Czechia",2027,"High Capacity",75.6148588841327
"Denmark",2027,"Baseline",73.6670596711862
"Denmark",2027,"Low Capacity",65.8487706699536
"Denmark",2027,"High Capacity",78.1214979426809
"Eastern Europe/Central Asia",2027,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2027,"Low Capacity",65.3684664036718
"Eastern Europe/Central Asia",2027,"High Capacity",77.6411936763991
"Egypt",2027,"Baseline",69.0582375478927
"Egypt",2027,"Low Capacity",62.4969000348311
"Egypt",2027,"High Capacity",74.7696273075583
"Ethiopia",2027,"Baseline",58.3735294117647
"Ethiopia",2027,"Low Capacity",54.7262032085561
"Ethiopia",2027,"High Capacity",66.9989304812834
"Finland",2027,"Baseline",74.1119996496453
"Finland",2027,"Low Capacity",66.1723633815602
"Finland",2027,"High Capacity",78.4450906542875
"France",2027,"Baseline",57.8118241624981
"France",2027,"Low Capacity",54.3176902999986
"France",2027,"High Capacity",66.5904175727259
"Germany",2027,"Baseline",72.0540909761545
"Germany",2027,"Low Capacity",64.6757025281124
"Germany",2027,"High Capacity",76.9484298008396
"Greece",2027,"Baseline",64.8040218270008
"Greece",2027,"Low Capacity",59.4029249650915
"Greece",2027,"High Capacity",71.6756522378188
"Hungary",2027,"Baseline",66.7082368609774
"Hungary",2027,"Low Capacity",60.7878086261654
"Hungary",2027,"High Capacity",73.0605358988927
"India",2027,"Baseline",33.7464546968929
"India",2027,"Low Capacity",36.8156034159221
"India",2027,"High Capacity",49.0883306886494
"Indonesia",2027,"Baseline",51.361985933142
"Indonesia",2027,"Low Capacity",49.6268988604669
"Indonesia",2027,"High Capacity",61.8996261331942
"Iran",2027,"Baseline",66.8747598146794
"Iran",2027,"Low Capacity",60.9089162288577
"Iran",2027,"High Capacity",73.181643501585
"Ireland",2027,"Baseline",70.7407131192161
"Ireland",2027,"Low Capacity",63.7205186321572
"Ireland",2027,"High Capacity",75.9932459048844
"Israel",2027,"Baseline",68.819495314728
"Israel",2027,"Low Capacity",62.3232693198022
"Israel",2027,"High Capacity",74.5959965925295
"Italy",2027,"Baseline",56.5289894671783
"Italy",2027,"Low Capacity",53.3847196124933
"Italy",2027,"High Capacity",65.6574468852206
"Japan",2027,"Baseline",52.5765466816648
"Japan",2027,"Low Capacity",50.5102157684835
"Japan",2027,"High Capacity",62.7829430412108
"Kenya",2027,"Baseline",41.7029748283753
"Kenya",2027,"Low Capacity",42.6021635115457
"Kenya",2027,"High Capacity",54.8748907842729
"Malaysia",2027,"Baseline",66.1869198670891
"Malaysia",2027,"Low Capacity",60.4086689942466
"Malaysia",2027,"High Capacity",72.6813962669739
"Mexico",2027,"Baseline",66.3715422222222
"Mexico",2027,"Low Capacity",60.5429397979798
"Mexico",2027,"High Capacity",72.8156670707071
"Morocco",2027,"Baseline",47.8910769230769
"Morocco",2027,"Low Capacity",47.1026013986014
"Morocco",2027,"High Capacity",59.3753286713287
"Netherlands",2027,"Baseline",70.2790739559975
"Netherlands",2027,"Low Capacity",63.3847810589073
"Netherlands",2027,"High Capacity",75.6575083316345
"New Zealand",2027,"Baseline",71.8295861642989
"New Zealand",2027,"Low Capacity",64.5124263013083
